orderbook_timestamp,book,bid,ask,spread
2024-07-15T08:25:06+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:07+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:07+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:09+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:09+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:10+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:10+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:11+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:11+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:12+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:12+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:13+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:13+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:14+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:14+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:16+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:16+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:17+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:17+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:18+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:18+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:19+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:19+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:20+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:20+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:21+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:21+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:22+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:22+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:24+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:24+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:25+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:25+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:26+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:26+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:27+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:27+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:28+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:28+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:29+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:29+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:31+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:31+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:32+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:32+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:33+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:33+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:34+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:34+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:35+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:35+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:36+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:36+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:37+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:37+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:39+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:39+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:40+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:40+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:41+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:41+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:42+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:42+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:43+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:43+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:45+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:45+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:46+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:46+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:47+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:47+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:48+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:48+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:49+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:49+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:50+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:50+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:52+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:52+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:53+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:51+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:53+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:54+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:56+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:54+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:55+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:57+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:56+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:59+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:57+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:26:00+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:25:58+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:26:01+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:26:00+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:25:58+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:26:02+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:26:01+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:26:02+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:26:03+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:26:03+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:26:04+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:26:04+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:26:05+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:26:05+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:26:07+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:26:07+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:26:08+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:26:09+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:26:08+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:26:10+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:26:09+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:26:10+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:26:11+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:26:11+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:26:12+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:26:12+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:26:14+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:26:14+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:26:15+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:26:13+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:26:15+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:26:16+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:26:16+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:26:17+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:26:17+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:26:18+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:26:18+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:26:19+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:26:19+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:26:21+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:26:21+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:26:22+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:26:20+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-15T08:26:22+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-15T08:26:23+00:00,usd_mxn,17.6,17.61,0.05678591709254975
